Title,Genre,Plot
"Cry, the Beloved Country",african drama,"In the back country of South Africa, black minister Stephen Kumalo (Canada Lee) journeys to the city to search for his missing son, Absolom, only to find his people living in squalor and Absolom a criminal after committing murder. Kumalo's friend and fellow minister, Reverend Misimangu (Sidney Poitier), is a young South African clergyman who helps find Kumalo's sons and sister-turned-prostitute in the slums of Johannesburg. Both work together to confront the harsh reality of apartheid and what it is doing to both white and black South Africans."
Spider,psychological thriller,"Spider is the story of Dennis Cleg, a man who is given a room in a halfway house catering to mentally disturbed persons. Cleg has just been released from a mental institution and in his new abode starts piecing together or recreating in his memory an apparently fateful childhood event.
He roams the nearby derelict urban area and the local canal, and starts to relive or visualize a period of his childhood in 1950s London with his mother and father. A shift takes place in the child's psyche when he witnesses his mother groping with his father in the garden and, subsequently, when he sees his mother in a silky night gown she wore for his father.
The son, as a grown man, seems to recreate in his memory the buildup to his father's murder of his mother with the passive support of a prostitute he is involved with, who then moves into the house and is presented as his mother. The young son then kills the mistress by gassing her in the kitchen, although the final shot appears to show his true mother lying dead so we are left to wonder whether she really was his mother and the prostitute was just a fantasy. After that memory he sneaks late one night to the landlady's room and appears ready to kill her, whom he sees alternatively as the mistress, his mother and the landlady, but backs away after she says, ""What have you done, Mr. Cleg?"" He is taken back to the asylum."
Just Married,romantic comedy,"The film opens with Tom and Sarah in the airport, then flashes back from the moment they met up to the present. Working-class Tom Leezak and upper-class Sarah McNerney meet up when Tom accidentally hits Sarah with a football. A few months later, despite opposition from Sarah's rich family, they get married. They have kept a secret from each other: Tom doesn't tell Sarah that he accidentally killed her dog and Sarah doesn't tell Tom that she slept with Peter Prentiss, a childhood friend and her family's friend, after she and Tom started dating.
Flying to Europe for their honeymoon, they attempt to consummate their marriage by joining the mile high club, but fail rather publicly. They arrive at their classy hotel at the foot of the Alps to find that Peter has sent them a bottle of cognac ""with love"", while Tom's friend Kyle has sent them a Thunderstick A-200 sex toy. Tom tries to force the toy's American plug into the European outlet and he shuts down the entire village's electricity. The newlyweds leave the hotel after Tom has a heated argument with the hotel owner and pays a large bill to repair the power. While trying to find another hotel they crash their undersized car into a snowbank, stuck until daylight and once again unable to consummate their marriage.
They make their way to Venice, staying at a pensione recommended by Tom's father. The pensione turns out to be a wreck, and they soon check out after a cockroach crawls over Tom when they tried to have sex.
The couple secure a nice Venetian hotel with the grudging financial help of Sarah's father. They go sightseeing, but Tom quickly gets bored and abandons Sarah so he can watch sports in a bar. Sarah runs into Peter, who is staying at their hotel on business. This prompts her to initiate a conversation with Tom in which he reveals that he accidentally killed her dog and she reveals she slept with Peter. The couple storm out of the hotel and each go their separate ways: Tom going back to the bar, where he meets American tourist Wendy, and Sarah going sightseeing, where Peter follows her. Wendy flirts and dances with Tom, who escapes through a bathroom window when he realizes she wants to have sex with him. He returns to the hotel, only to learn from the maître d' that Sarah has gone out with Peter for the evening. Tom returns to the bar, only to be accosted by Wendy again. Tom tries to think of a clever way to get out of his situation, and finds himself tricked into walking her to his hotel room, where the girl rips off her top before Tom blurts out that he's on his honeymoon, upon which the girl finally leaves.
Sarah gets drunk so Peter takes her back to the hotel. When he kisses her at the entrance, she slaps him and reminds him that she's on her honeymoon. Tom sees the kiss from the balcony but not the slap. When Tom confronts her in their room, Sarah finds Wendy's bra. Peter bursts in to ask Sarah to run away with him to Seattle, leading to a fight that lands Tom and Sarah in jail – still without consummating their marriage. Peter bails them out and the couple angrily decide to go home to Los Angeles, returning to the opening moments of the film.
Sarah has moved out and Tom wants to get back with her. Upon receiving advice from his father, Tom attempts to see Sarah at her family's estate, but gives up after unsuccessfully trying to ram the gate. However, Sarah opens the gate herself after seeing Tom make a romantic speech to the camera and the two rush out to proclaim their love for each other. Sarah's family finally accepts Tom and Sarah's relationship."
Sherlock Holmes in Washington,mystery,"British secret agent Alfred Pettibone carrying a vital secret document is murdered on his way to deliver it in the USA. The British government turns to Holmes for help. He deduces that Pettibone converted the document to microfilm. Avoiding an assassination attempt, he hurries to Washington with Watson to retrieve it before it falls into the hands of an ""international spy ring"". Holmes is certain that the spies do not yet possess the document, as people who were in contact with Pettibone on his journey have been harassed. Pettibone's body was then delivered to Holmes by the spies as means to throw Holmes off the track.
Before his death, the agent managed to pass the microfilm, hidden inside a ""V for Victory"" matchbook, into the unwitting hands of Washington debutante and bride-to-be Nancy Partridge. The matches get passed from hand to hand at a party unknowingly and end up in the inadvertent possession of the chief spy, Heinrich Hinkel (known as the seemingly respectable Richard Stanley in Washington), when he has Partridge kidnapped.
Holmes tracks down the ring to an antiques shop, where he confronts Hinkel. During their cat-and-mouse conversation, he even tells the spy that ""the man who has it doesn't know he has it"", with the matchbook in plain sight. Holmes is taken prisoner, but just as he and Partridge are about to be murdered, the police, summoned by Watson by prior arrangement with Holmes, break in and, after a gunfight, rescue the pair. Hinkel gets away, along with the matchbook, however. Holmes races to the office of Senator Henry Babcock, having led Hinkel to believe the microfilm is under a stamp of a letter in the senator's possession. Holmes arrives first and, as Hinkel eavesdrops, reveals the importance of the letter. Hinkel takes the letter at gunpoint, only to have the police capture him. Holmes then takes the matches and sets fire to the letter, before revealing that the microfilm was in the matchbook all along."
Do Badan,unknown,"Vikas (Manoj Kumar) comes from a poor family, and is attending college so that he can complete his studies, get a job, and look after himself and his dad. He meets with wealthy Asha (Asha Parekh) at this college, and after a few misunderstandings, both fall in love. Vikas' dad passes away during the exams. Because Vikas leaves to attend the funeral, he is unable to complete his studies. Asha feels sorry for him and arranges to get him employed with her dad, without telling Vikas about it. Asha's dad wants her to get married to Ashwini (Pran), and he soon announces their engagement.
Ashwini finds out that Asha is in love with Vikas, and arranges an accident for Vikas. Vikas survives the accident, but loses his eyesight. After this incident, Vikas does not want to burden Asha, and strikes up a new friendship with Dr. Anjali (Simi Garewal). Meanwhile, Ashwini informs Asha that Vikas has died in the accident. Asha loses interest in life after listening to the news of Vikas's death. Ashwini then meets Vikas and requests him to convince Asha that he does not love her any more. Vikas agrees and convinces Asha that he is having an affair with Dr. Anjali. Asha marries Ashwini but refuses to live with him in the same room.
Vikas starts singing to earn money. Dr. Anjali asks him to get an eye operation, but Vikas refuses. One day, Dr. Anjali visits Asha and asks her to persuade Vikas to undergo the operation. While Asha is asking Vikas to undergo the operation, Ashwini takes her away and locks her in a room. She feels suicidal.
One day Asha's uncle goes to meet her and feels saddened by her condition. He takes her to her father's home. Within three days, Asha becomes sick and doctors are unable to do anything for her. Meanwhile, Vikas's eye operation is successful. Ashwini apologizes to Asha. He goes to Vikas and tells him about Asha's condition. Vikas and Ashwini go to Asha. She dies after taking one look at Vikas. He is not able to bear that and also dies. Both of them reunite after their death."
Adventures in Babysitting,comedy,"After her boyfriend Mike cancels their anniversary date, Chris Parker invites her friend Brenda over to her Oak Park, Illinois, house to cheer her up, but is convinced by her mother to babysit the Andersons' daughter, 8-year-old Sara, while they attend a party in downtown Chicago. Fifteen-year-old Brad Anderson is supposed to go to his friend Daryl Coopersmith's house to spend the night, but he changes his mind when he finds that Chris is the sitter. After receiving a frantic phone call from Brenda, who ran away to the bus station downtown, Chris plans to go alone to pick her up but is coerced by Brad, Sara, and Daryl to take them with her. On the freeway, their station wagon suffers a flat tire and they are picked up by a tow truck driver, ""Handsome"" John Pruitt, who offers to pay for the tire when Chris realizes she left her purse at the Andersons'. En route, Pruitt gets a call from his boss Dawson with evidence that his wife is cheating on him, and he rushes to his house to confront the infidelity; Chris's mother's car is damaged when Pruitt accidentally shoots out the windshield while aiming to kill his wife's lover. Chris and the kids hide in the adulterer's Cadillac, which is then car-jacked by a thief named Joe Gipp.
Reaching their hideout in the South Side, the kids realize they have stumbled upon a chop shop, and Joe is chided by Graydon, the operation's second-in-command, for bringing witnesses. They are detained in an upstairs office but escape. They enter a blues club where the band on stage won't let them leave until they sing the blues. Chris, Brad, Sara, and Daryl recount their events that night to the audience and are allowed to leave, just as Graydon, Gipp, and their boss Bleak catch up.
Brad tells Chris about his feelings toward her but finds they are not reciprocated. After separating Daryl from a streetwalker who is a runaway, Chris is reminded of Brenda. They are found and chased again by Greydon and Bleak but escape on the Chicago 'L' train and wind up in the middle of a gang fight. Brad is injured when one of the gang leaders throws a switchblade onto his foot. They take Brad to the university hospital, where he receives a stitch. They run into Pruitt, who is now on the run for his earlier attacks; he tells the kids he replaced the windshield, but Dawson wants $50 for the tire. The kids come across a fraternity house party, and Chris becomes attracted to Dan Lynch, a gentleman who learns of Chris' problem and donates $45. He takes them to Dawson's Garage and drops them off.
When they find Dawson, his blond hair and sledge hammer lead Sara to believe he is her hero Thor. He denies them their car because of the $5 shortage, but when Sara offers him her toy Thor helmet, he changes his mind and lets them go. Meanwhile, Joe Gipp tells Bleak about their troubles, and the three are waiting to follow them. The kids find the restaurant where Mike was supposed to take Chris and discover he is there with another girl. Sara slips away to look at a toy store while Chris yells at Mike. Brad stands up for his friend while Daryl kicks Mike into a food cart, ruining the dinner. Bleak spots Sara, and Graydon chases her to an office building where she hides; the others note her disappearance and follow, accidentally coming across the Andersons' party. After Sara climbs out an open window and slides down the building, Chris spots her and they run upstairs to help.
After the group pulls Sara from outside the window, Bleak confronts them. Joe knocks his boss out, before giving him a Playboy Magazine that Daryl had stolen, which contained important notes that the criminals wanted, then says he is getting out of crime. The kids retrieve Brenda from the bus station and rush home, narrowly avoiding the Andersons on the way. Once home, Chris cleans up the mess left earlier, settling into place just as the Andersons enter. Dan arrives with one of Sara's missing skates. He says he needs a babysitter and is disappointed when Chris says she is retired; he confesses the babysitter was for him. Chris decides that retirement can wait and gladly agrees to babysit Dan. With Sara's encouragement, Chris and Dan kiss outside as Brad closes the blinds.
In a post credits scene, Graydon is shown standing on the ledge, still trying to find his way to safety."
 13 Moons,"comedy, drama","The film opens with a clown (Buscemi) whose wife (Beals) and stripper girlfriend (Parsons) just discovered each other's existence. When his wife is jailed for trying to run him over, the stripper, the clown and his partner (Dinklage) contact a bail bondsman (Proval) whose wife just left their sickly son Timmy (Wolff) in his care. On the way, they are accosted by a crazed drug addict named Slovo (Stormare) who is hit by a car soon after.
At the jail, the five meet up with an angry record producer (Mitchell) and the girlfriend he believes to be pregnant (Rollins) whom he plans to make a star, despite her protestations of not having any talent. Also along for the ride are two priests (Vince and Williams), one of whom has begun to doubt the wisdom of the Roman Catholic Church, and who are trailing to bail out a third priest (Messina) who was goaded into a fight by the proprietor of a strip club (Rockwell).
When the nine characters intersect, they discover that Timmy has a defective kidney and is slowly dying. However, he has just been paged, as there is a donor at the hospital: Slovo. The three caring characters immediately take Timmy to the hospital, with the others in pursuit. By the time they arrive, Slovo partially recovered and escapes to wander the streets, cheerfully ignoring his internal bleeding and must be tracked down, before both he and Timmy die."
Jiao Yulu,biographical,"In late 1962, Jiao Yulu was appointed the second party boss of Lankao County in Henan province. This region declined into poverty and ignorance. The local residents had to contend with wind and sand storms, waterlogging, and alkaline lands. He was soon promoted to party boss because of his excellent work. Due to years of toil, Jiao Yulu broke down from constant overwork and suffered from liver cancer. On May 14, 1964, he died at the age of forty-two."
The Wind That Shakes the Barley,war,"County Cork, Ireland, 1920. Dr. Damien O'Donovan is about to leave his native village to practise medicine in a London hospital. Meanwhile, his brother Teddy commands the local flying column of the Irish Republican Army. After a hurling match, Damien witnesses the summary execution of his friend, Micheál Ó Súilleabháin, by British Black and Tans. Although shaken, Damien rebuffs his friends' entreaties to stay in Ireland and join the IRA, saying that the war is unwinnable. As he is leaving town, Damien witnesses the British Army vainly trying to intimidate a railway personnel for refusing to permit the troops to board. In response, Damien decides to stay and is sworn into Teddy's IRA brigade.
After drilling in the mountains, the column raids the village's Royal Irish Constabulary barracks to acquire revolvers, then uses them to assassinate four Auxiliaries. In the aftermath, Anglo-Irish landowner Sir John Hamilton coerces one of his servants, IRA member Chris Reilly, into passing information to the British Army's Intelligence Corps. As a result, the entire brigade is arrested. In their cell, Damien meets the train driver, Dan, a union official who shares Damien's socialist views.
Meanwhile, British officers interrogate Teddy, pulling out his fingernails when he refuses to give them the names of IRA members. Johnny Gogan, a British soldier of Irish descent, helps the prisoners escape, but three are left behind. After the actions of Sir John and Chris are revealed to the IRA's intelligence network, both are taken hostage. As Teddy is still recovering, Damien is temporarily placed in command. News arrives that the three remaining IRA prisoners have been tortured and shot. Simultaneously, the brigade receives orders to ""execute the spies"".
Despite the fact that Chris is a lifelong friend, Damien shoots both him and Sir John. Later, the IRA ambushes and wipes out a convoy of the Auxiliary Division, and in retaliation another detachment of Auxiliaries loots and burns the farmhouse of Damien's sweetheart, Cumann na mBan member Sinéad Sullivan. Sinéad is held at gunpoint while her head is roughly shorn, her scalp being wounded in the process. Later, as Damien treats her, a messenger arrives with news of a formal ceasefire between Britain and the IRA.
After the Anglo-Irish Treaty is signed, the brigade learns that a partitioned Ireland will only be granted Dominion status within the British Empire. As a result, the brigade divides over accepting the terms of the Treaty. Teddy and his allies argue that accepting the Treaty will bring peace now while further gains can be made later. Others oppose the Treaty, proposing to continue fighting until a united Irish Republic can be obtained. Dan and Damien further demand the collectivisation of industry and agriculture. Any other course, declares Dan, will change only ""the accents of the powerful and the colour of the flag"".
Soon the Irish Free State replaces British rule, and Teddy and his allies begin patrolling in National Army uniforms. Meanwhile, Damien and his allies join the Anti-Treaty IRA. When the Battle of Dublin launches the Irish Civil War, the Anti-Treaty column commences guerrilla warfare against Free State forces. As the violence escalates, Teddy expresses fear that the British will invade if the republicans gain the upper hand. His position is: ""They take one out, we take one back. To hell with the courts.""
Soon after, Dan is killed and Damien is captured during a raid for arms on an Irish Army barracks commanded by Teddy. Sentenced to execution , Damien is held in the same cell where the British Army imprisoned them earlier. Desperate to avoid executing his brother, Teddy pleads with Damien to reveal where the Anti-Treaty IRA is hiding the stolen rifles. In return, Teddy offers Damien full amnesty, a life with Sinéad, and the vision of an Ireland where Pro- and Anti-Treaty Irishmen can raise families side by side. Insulted, Damien responds by saying that he will never ""sell out"" the Republic the way Chris Reilly did and Teddy leaves the cell in tears. Damien writes a goodbye letter to Sinéad, expressing his love for her,and quote his brother's words ""It's easy to know what you're against, quite another to know what you're for"".But he says that he knows what he stands for and is not afraid to die for it and tells Sinéad to look after Teddy. At dawn, Damien dies before a firing squad commanded by a heartbroken yet obstinate Teddy. Teddy delivers Damien's letter to Sinéad who is distraught and heartbroken. She attacks Teddy and orders him to leave her land."
Breakfast with Scot,comedy,"Eric McNally (Tom Cavanagh) is a gay retired hockey player turned television sportscaster who lives with his partner Sam (Ben Shenkman), a sports lawyer. When Sam unexpectedly becomes the legal guardian of his brother's stepson, Scot (Noah Bernett), their lives are turned upside down as the demands of being a parent — as well as the boy's preference for clothing and hobbies which suggest that he may also be gay — begin to intrude on Eric's desire to remain closeted at work. Eric's unwillingness to accept the situation eventually fades as Scot teaches Eric about loving your true self."
 The Scarecrow,"animation, fantasy","The film opens with an elderly woman, who reveals herself to be a kindly witch, telling the audience about the town of Grisham Heights, owned by the selfish and dance obsessed Count Grisham. She explains that she was Grisham's dance teacher, until he chased her into hiding when he accidentally discovered that she was a witch, and was forced to live in an abandoned house far outside of the village, with only her magic broom Bristles for company. She then goes on to explain the town's workhouse mill, which is where all orphans and debtors are sent to work off their debts, and that it takes thirteen pieces of silver to buy your freedom. The witch then introduces the audience to Polly, a girl who has been in the mill nearly her whole life, but has been saving her silver coins and hiding them at the foot of her scarecrow (without realizing that the witch lives at the house). Because she is lonely, the witch decides to bring her scarecrow to life after Polly leaves, using a magic feather to do so, which also allows a pessimistic mouse, Max, who lives in the Scarecrow's pocket, to talk.
As the years pass, Scarecrow begins to fall in love with Polly after her constant visits. It's shown by the witch that Polly earned her required amount a long time ago, but decided to stay when three young orphans arrived, and wished to help them so they could leave together. Seeing that Scarecrow is in love with Polly, and worried she'll be discovered and chased away again, the witch leaves the village, telling Scarecrow that she will miss him and teaches him how to dance. Scarecrow is saddened, but determined to find a way to be with Polly and watch over her money until she is able to free herself and the children.
Meanwhile, Count Grisham wants Polly to be his, and constantly attempts to woo her with promises of giving her and the children a good life and home, though Polly is able to see right through his selfish act and continuously turns him down. On the day she earns the last silver coin they need, Grisham finds out and sends the workhouse mill overseer, Cheswick, to find Polly's silver. Cheswick follows Polly to the old garden, and digs up her money after she leaves, but Scarecrow reveals himself in an attempt to retrieve it and frightens Cheswick, who runs to Grisham's two thugs for help. They corner Scarecrow in the old house, where he discovers a magic feather and a message left to him by the witch, which tells him that the feather (when worn) will turn him human, but that ""real life"" will never be his until he is willing to give that life for another.
Scarecrow dons the feather and easily fools Grisham's thugs into believing he is merely a traveler named Feathertop, and they leave, though Cheswick is not convinced. Meanwhile, Polly returns to the garden to find her money gone, and weeps in despair. The next morning, Grisham comes up with a plan to ensnare Polly with his ""love spell dance"" to make her his by holding a dance contest, with 52 pieces of silver (the exact amount she needs) as the prize. Feathertop shows off his dancing skills to a crowd in the town square, which prompts Polly to ask him to teach her and be her partner at the dance. During her lesson, the two share a romantic dance and begin to fall in love, until Grisham interrupts to ask Polly to be his partner. He is angry to learn that she already has a partner, and on the night of the contest sends his thugs to trap Feathertop so he cannot attend. Feathertop escapes the thugs and he and Polly win the contest. Feathertop gives all the money to Polly, and the two confess their love for each other, and plan to marry the next morning.
Grisham confronts Feathertop, discovering his true identity. He ties Scarecrow up in the same field and steals his feather, which transforms him into Feathertop upon wearing it, hoping to trick Polly into marrying him, but she is able to see right through him. Grisham tries to force her to marry him, but she, and the priest, refuse to go along with it. Scarecrow manages to escape, and retrieves his feather thanks to Max, but decides to leave Polly because he knows he can never truly be with her. Polly is still waiting for him at the church when Grisham angrily tells his manservant Woody that he intends to kill Polly for rejecting him, but Woody abandons him to warn Polly. Bristles, who was eavesdropping, flies off to warn Feathertop.
Polly and the children attempt to escape town in Grisham's carriage, but the only way out is across a bridge over a gorge that Grisham ordered his thugs to weaken. Feathertop arrives and climbs under to hold the supports together until Polly and the children are safely across. Grisham tries to intervene, and in the struggle falls to his death. Feathertop manages to hold the bridge together long enough for the carriage to cross, then falls into the gorge as it collapses. Max and Bristles search the rubble and find him apparently dead, but are overjoyed to see him alive, and they climb out of the gorge together. Polly is waiting at the top, and joyfully embraces Feathertop, who tries to explain why they can't be together, only to realize that his feather fell out of his hat when he climbed out of the gorge, meaning he is now human permanently. He and Polly kiss, and the town celebrates Grisham's demise by cleaning up and holding a large dance in the town square and renaming the town Swingtown, while the witch brings a girl broom to life for Bristles, and closes the film by addressing the audience the same way she did at the beginning."
Manners of Dying,drama,"Kevin Barlow (Roy Dupuis) will die on schedule and according to regulations. Harry Parlington (Serge Houde), director of the Cantos execution facility, intends to make sure of it. However Barlow chooses to go, be it calmly or fighting to the end, Parlington feels confident that he and his team can deal with the situation. When Barlow makes an unusual final request, a strange duel ensues between the condemned man and the prison director. In this struggle there can be no winner or loser, only two men faced with doubts and difficult choices to make."
Young and Innocent,mystery,"On a stormy night, at a retreat on the English coast, Christine Clay (Pamela Carme), a successful actress, argues passionately with her jealous ex-husband Guy (George Curzon). Not accepting her Reno divorce as valid, he accuses her of having an affair. Finally, she slaps him and he leaves the room. While they had been arguing, his eyes twitched violently; they continue to do so when, once outside, he turns angrily to look at the closed door behind him.
The next morning, Robert Tisdall (Derrick De Marney) happens to be walking along the seaside when Christine's dead body washes ashore. He recognizes her, and runs for help. Two young women arrive just in time to see him racing away from the corpse. The police quickly decide that Tisdall is the only suspect. Christine was strangled with the belt from a raincoat; his raincoat is missing and he says it was recently stolen. He admits knowing the victim from three years ago when he sold her a story, but the authorities assume the two have been having an affair. When they learn that she has left him money in her will (unknown to him), they feel they have hit upon motive and Tisdall is arrested.
Scotland Yard detectives grill him all night. The next morning, he faints and his revived with the aid of Erica Burgoyne (Nova Pilbeam), daughter of the local police Chief Constable. Tisdall is assigned an incompetent barrister, and is taken into court for his formal arraignment. Doubting if his innocence will ever be established, he takes advantage of overcrowding in the courthouse to escape, wearing the barrister's eyeglasses as a disguise. He gets away by riding on the running board of Erica's Morris car, revealing himself to her after the car runs out of petrol.
He helps push the car to a filling station, pays for petrol, and convinces her to give him a ride. Though she is initially fearful and unsure about her passenger, Erica eventually becomes convinced of his innocence and chooses to help him in any way that she can. They are eventually spotted together, forcing both to stay on the run from the police. Tisdall tries to prove his innocence by tracking down the stolen coat: if it still has its belt, the one found next to Christine's body must not be his.
The duo succeed in tracing Tisdall's coat to Old Will (Edward Rigby), a homeless, but sociable, china-mender. But Will was not the thief; he was given the coat by a man with twitchy eyes. And when Will received the coat, its belt was missing.
Separated from the group, Erica is taken in by the police. Upon realizing that his daughter has fully allied herself with a murder suspect (in fact, she and Tisdall are in love), her father chooses to resign his position as Chief Constable rather than arrest her for assisting a felon. Tisdall sneaks into their house to see her, intending to surrender next, but she mentions that the coat had a box of matches from the Grand Hotel in a pocket. Tisdall has never been there: perhaps the murderer has a connection to the hotel.
Erica and Will go to the hotel together, hoping to find him. In a memorably long, continuous sequence, the camera pans right from their entrance to the hotel and then moves forward from the very back of the hotel ballroom, finally focusing in extreme closeup on the drummer in a dance band performing in blackface. His eyes are twitching. He is Guy.
Recognizing Old Will in the audience, and seeing policemen nearby (actually they have followed Will in the hopes of finding Tisdall), Guy performs poorly due to fear. He is berated by the conductor and, during a break, takes medicine to try to control the twitching, but it makes him very sleepy. Eventually, in mid-performance, Guy passes out, drawing the attention of Erica and the police. Immediately after being revived and confronted, he confesses his crime and begins laughing hysterically.
Erica then tells her father that she thinks it is time they invited Tisdall to their home for dinner."
Maa,drama,"Ram Khanna is a wealthy industrialist with a trusting soul. Unknown to him, his elder brother Murli Manohar and his sister-in-law Maya are after his money. Their greed gets the better of them and they make an astrologer lie to him that a woman whose name starts with letter ""M"" will enter his life. As luck would have it, Ram spots a dancer named Mamta and is instantly smitten by her. What Ram doesn't know is that Mamta is the daughter of Heerabai, a prostitute. Ram learns Mamta's truth, but is also convinced that Mamta's roots do not make her a bad person. Ram decides to marry Mamta, much to the chagrin of Murli and Maya. Ram weds Mamta and brings her home, where she slowly realizes the true nature of Murli and Maya, upon which Mamta takes control of Ram's life to thwart the duo. Later, Mamta gives birth to a baby boy, which makes the villains even more desperate.
One day, Ram gives Mamta a suitcase full of cash before leaving the town. Taking advantage of the situation, Murli and Maya hire a goon named Gullu Goli to kill Mamta. Gullu sees that Mamta and her son Munna are alone in the home. He tricks her out of the house and traps her. After brutally killing Mamta, Gullu hides her body in a secret location and steals the money. However, Mamta's ghost comes back, bent on revenge. Mamta soon finds out that Murli and Maya have taken control back in their hands. Everybody believes that Mamta fled with the money, abandoning her son and husband. Ram is unable to believe that Mamta could do this and drowns his sorrow in alcohol. Mamta is disheartened to see that Munna is the one who is suffering most. Only Dobby, the pet dog, is able to see Mamta, who is powerless. Despite being powerless, Mamta tries to do what she can.
One day Gullu Goli comes to Mamta's house. Mamta knows true nature of Murli and Maya. Gullu Goli creates the idea that they must kill Munna by soaking him in the sun. While Mamta sends Dobby to save Munna, Dobby breaks out of an iron gate that he was caged in and saves Munna. Mamta tells Dobby the truth of Murli and Maya's evil idea. Dobby then goes to attack Murli and Maya. One day Murli tells Ram to go to Puna with Mona, Ram agrees and goes with Mona. Murli plans to kill Munna by starving him for 12 hours. Mamta's ghost wants to touch him, but she is unable. As Munna cries from hunger, Mamta goes to Mandia, where she is blessed with the power to touch everything and then saves Munna. Murli and Maya realize that Mamta's ghost is here. With the help of a Kaapalik (black magic practitioner), they trap Mamta. Happy that they are finally about to get what they sought out to get, the villains unwittingly spill all the beans in front of Ram and Mona. Now, it is revealed that Mona is actually an undercover cop brought to investigate the case. Mona explains that Mamta's sudden disappearance was found suspicious, which is why Mona went undercover and forged the friendship with the villains. It is also explained that Mona had already explained this to Ram, who was playing along. An enraged Ram attacks Murli, but the villains take him, Mona and Munna as prisoners. Ram is forced to sign over his property to Murli and Maya or Munna will be killed.
Here, Mamta is helplessly watching the drama, unable to escape the trap set by the Kapalik. She makes the Kapalik realize what he is doing. The Kapalik sets her free and grants her power to avenge the wrongs. Here, the villains are about to kill Ram, Mona, and Munna, when Mamta appears and stops them. Realizing what has happened, the goons try to flee, but Mamta takes her revenge. Ram, who is still unable to see her, tries to talk to her. The Kapalik arrives on the scene and gives Ram the ability to see Mamta. Ram is happy to see her if only for one last time. He proclaims his love for her. Mamta too tells him that she knows everything and tells him to take care of Munna. With her purpose achieved, Mamta's soul is finally set free and she vanishes."
The Delicious Little Devil,comedy drama,"Mary McGuire (Mae Murray) is a working-class young girl who lives in a New York tenement and supports her mother and her shiftless father and uncle.
Two items in the March 27, 1919 edition of The New York Star catch her attention. The first is a news item about the famous dancer Gloria du Moine going into hiding over a scandal involving her relationship with the Duke de Sauterne. (This was Murray in a thinly disguised portrayal obviously mimicking fellow real life dancer/star Gaby Deslys who had an affair with the King of Portugal before World War I). The second is a classified ad for the Peach Tree Inn, a nightspot that aims to be the ""snappiest roadhouse this side of Monte Carlo."" The Peach Tree's ad seeks a female hostess and dancer: ""A Good Future For A Girl With A Past.""
Mary applies for the job. To help cinch the deal, Mary tells Peach Tree manager Larry McKean (William V. Mong) that she's really Gloria du Moine. Larry asks her why she's dressed so shabbily. Mary replies that her servant absconded with all of her clothing, leaving her to wear the servant's clothes.
Mary—or rather, Gloria—gets the job, and the Peach Tree Inn promotes its grand opening night, featuring Gloria du Moine. In the audience for Gloria du Moine's Peach Tree opening night is Jimmy Calhoun (Rudolph Valentino), scion of the millionaire contractor Michael Calhoun (Edward Jobson). The young Calhoun meets Gloria and finds her enchanting. He tells his father he'd like to propose to her. Michael Calhoun arranges a small, private dinner party at the Peach Tree Inn in honor of Gloria. The elder Calhoun hopes that Gloria will make some sort of faux pas that will discourage his son from seeking her hand in marriage.
Meanwhile, the Duke de Sauterne (Bertram Grassby) has arrived in New York from Europe and noted the press announcements touting Gloria du Moine's performances at the Peach Tree Inn. The duke sets out to see her at the roadhouse, and his arrival coincides with Michael Calhoun's dinner party. The duke is escorted into Calhoun's private room. He gives no indication that Gloria du Moine is an imposter.
At sunrise, the dinner party guests are still at the Peach Tree Inn, sleeping off the drinks they consumed during the evening. Gloria/Mary wakes up and hurries upstairs to her lavish private suite. The duke also wakes up and follows her, and Jimmy follows him. Jimmy and the duke get into a fight, and the duke sends Jimmy tumbling down the staircase.
Mary runs outside, gets into a car and heads for her family's tenement apartment in New York City. The duke and Jimmy follow her separately in their own cars. The duke arrives first, follows Mary up the stairs to the apartment and forces his way in. He grabs Mary and tries to kiss her. Jimmy arrives and engages the duke in another fight. A detective arrives and apprehends the duke for deportation to Europe on accusations of being a swindler. Jimmy's father arrives, notes Mary's humble surroundings and grants his blessing for Jimmy to marry her."
